NVT Name,Summary,Affected Software/OS,target,id
PHP < 7.2.29 Multiple Vulnerabilities (Mar 2020) - Linux,PHP is prone to multiple vulnerabilities.,PHP versions before 7.2.29.,VendorFix,4346e9df-42cd-4747-8506-6986eaf200a2
"PHP < 7.3.33, 7.4.x < 7.4.26, 8.0.x < 8.0.13 Security Update (Nov 2021) - Linux",PHP released new versions which include a security fix.,"PHP prior to version 7.3.33 and version 7.4.x through 7.4.25
  and 8.0.x through 8.0.12.",VendorFix,260d27d5-5f2b-46f3-937a-6303764b6535
"PHP < 7.2.31, 7.3 < 7.3.18, 7.4 < 7.4.6 Multiple DoS Vulnerabilities (May 2020) - Linux",PHP is prone to two Denial-of-Service vulnerabilities.,"PHP versions prior 7.2.31, 7.3 prior 7.3.18 and 7.4 prior to
  7.4.6.",VendorFix,61dff57b-42c3-46cd-ba18-c4b179790b1b
"PHP < 7.3.26, 7.4.x < 7.4.14, 8.0.x < 8.0.1 Filter Vulnerability (Jan 2021) - Linux","PHP is prone to a vulnerability where FILTER_VALIDATE_URL
  accepts URLs with invalid userinfo.","PHP versions prior to 7.3.26, 7.4.x prior to 7.4.14 and 8.0.x
  prior to 8.0.1.",VendorFix,ab74600c-cbfc-4dcc-a41b-5b3b3df4d41d
"PHP < 7.3.28, 7.4.x < 7.4.18 IMAP Header Injection Vulnerability (Apr 2021) - Linux",PHP is prone to an IMAP header injection vulnerability.,PHP versions prior to 7.3.28 and 7.4.x through 7.4.17.,VendorFix,ab1048f3-8310-422f-9bca-361cd60c30e7
"PHP < 7.3.30, 7.4.x < 7.4.23, 8.0.x < 8.0.10 Security Update (Aug 2021) - Linux",PHP released new versions which include security fixes.,"PHP versions prior to 7.3.30, 7.4.x through 7.4.22 and 8.0.x
  through 8.0.9.",VendorFix,26d64d0d-b3bb-43b5-8a4c-2b7673552463
Cleartext Transmission of Sensitive Information via HTTP,"The host / application transmits sensitive information (username, passwords) in
  cleartext via HTTP.","Hosts / applications which doesn't enforce the transmission of sensitive data via an
  encrypted SSL/TLS connection.",Workaround,48c4ce42-8755-4860-afc2-59ba6c86a313
"PHP < 5.6.35, 7.x < 7.0.29, 7.1.x < 7.1.16, 7.2.x < 7.2.4 Security Bypass Vulnerability (May 2018) - Linux",PHP is prone to a security bypass vulnerability.,"PHP prior to version 5.6.35, 7.x prior to 7.0.29, 7.1.x prior
  to 7.1.16 and 7.2.x prior to 7.2.4 on Linux.",VendorFix,1f6669dd-62c5-4bd4-b8e9-3d86441ec2e5
Web Server Cross Site Scripting,"The remote web server seems to be vulnerable to a cross-site
  scripting (XSS) vulnerability.",,Mitigation,c0ec1e88-426b-45a0-8a2b-cd3b6b418534
"PHP < 8.0.29, 8.1.x < 8.1.20, 8.2.x < 8.2.7 Security Update - Linux","PHP is prone to a missing error check and insufficient random
  bytes in HTTP Digest authentication for SOAP vulnerability.","PHP prior to version 8.0.29, 8.1.x prior to 8.1.20 and 8.2.x
  prior to 8.2.7.",VendorFix,7ef5b7de-35f7-41a9-8321-9f06cc16b7af
"PHP < 7.2.33, 7.3 < 7.3.21, 7.4 < 7.4.9 DoS Vulnerability (Aug 2020) - Linux","PHP is prone to a denial of service vulnerability in the
  phar_parse_zipfile function.","PHP versions prior 7.2.33, 7.3 prior 7.3.21 and 7.4 prior to
  7.4.9.",VendorFix,1d65b06e-2e6f-421f-9d6d-e6a0e5013d53
TCP Timestamps Information Disclosure,"The remote host implements TCP timestamps and therefore allows
  to compute the uptime.",TCP implementations that implement RFC1323/RFC7323.,Mitigation,e60e1c63-ba65-43ff-ad4f-d6176e8cdcc0
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,,Mitigation,e663cf48-6e07-4775-b41a-ed512eade35a
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.",,,c83f4a8f-e387-4523-9180-1c54153ef9a3
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,05c8b964-894d-4133-902b-dc8b2acbfed8
HTTP Server Banner Enumeration,"This script tries to detect / enumerate different HTTP server
  banner (e.g. from a frontend, backend or proxy server) by sending various different HTTP requests
  (valid and invalid ones).",,,60d75a3b-2e34-4240-985d-135b859ee8aa
HTTP Security Headers Detection,"All known security headers are being checked on the remote web
  server.

  On completion a report will hand back whether a specific security header has been implemented
  (including its value and if it is deprecated) or is missing on the target.",,,438b9e43-a419-4db0-98fb-b5e3ed772e1d
OS Detection Consolidation and Reporting,"This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.",,,9897f673-4055-43a9-bf1a-3477fa415e71
Adminer Detection (HTTP),HTTP based detection of Adminer.,,,144fe465-34b7-4e97-887d-19788c1602ba
PHP Detection Consolidation,Consolidation of PHP detections.,,,f1b1604e-5264-4bdc-80bf-e48ae1157bc5
Services,This plugin performs service detection.,,,3377b2bb-98e3-429a-b326-05523efd8c27
Web Application Scanning Consolidation / Info Reporting,"The script consolidates and reports various information for web
  application (formerly called 'CGI') scanning.

  This information is based on the following scripts / settings:

  - HTTP-Version Detection (OID: 1.3.6.1.4.1.25623.1.0.100034)

  - No 404 check (OID: 1.3.6.1.4.1.25623.1.0.10386)

  - Web mirroring / webmirror.nasl (OID: 1.3.6.1.4.1.25623.1.0.10662)

  - Directory Scanner / DDI_Directory_Scanner.nasl (OID: 1.3.6.1.4.1.25623.1.0.11032)

  - The configured 'cgi_path' within the 'Scanner Preferences' of the scan config in use

  - The configured 'Enable CGI scanning', 'Enable generic web application scanning' and
  'Add historic /scripts and /cgi-bin to directories for CGI scanning' within the
  'Global variable settings' of the scan config in use

  If you think any of this information is wrong please report it to the referenced community
  forum.",,,d7cdca94-9614-4b53-86d3-da5fdbab2e23
Services,This plugin performs service detection.,,,023a5c2c-0d32-4798-9d63-947eb6a15ca7
Allowed HTTP Methods Enumeration,Enumerates which HTTP methods are allowed.,,,e41b4fbe-b330-46e3-b139-4e9a5f244a7d
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,9772e6f4-b93c-41ce-93d4-79064802807d
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,d650bc7f-297f-4bee-9003-2405c52feff6
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,,Mitigation,95783f23-060f-4286-a740-3f2735487f94
OS Detection Consolidation and Reporting,"This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.",,,711eed29-36b0-4ceb-aa34-d324d9bd731b
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,06778e8d-9fcb-4428-8ef8-ba33ba793073
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.",,,3084de3e-ce94-4775-bc87-13589f812173
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,312ab23b-0004-49bd-b677-2a08ec6cd216
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,8dc6fa79-0d56-4e31-8aae-4c1f5808886e
ICMP Timestamp Reply Information Disclosure,The remote host responded to an ICMP timestamp request.,,Mitigation,29307ec7-6a8b-45b7-9892-88a7d9ea624a
OS Detection Consolidation and Reporting,"This script consolidates the OS information detected by several
  VTs and tries to find the best matching OS.

  Furthermore it reports all previously collected information leading to this best matching OS. It
  also reports possible additional information which might help to improve the OS detection.

  If any of this information is wrong or could be improved please consider to report these to the
  referenced community forum.",,,48860557-3129-4112-9853-4153ed4926d7
IP Forwarding Enabled - Active Check,Checks if the remote host has IP forwarding enabled.,,,c32a09f3-2def-4c3a-928c-4fd11c051eb2
Traceroute,"Collect information about the network route and
  network distance between the scanner host and the target host.",,,23d4e6ca-1331-4c52-b588-88c465addf1e
CPE Inventory,"This routine uses information collected by other routines about
  CPE identities of operating systems, services and applications detected during the scan.

  Note: Some CPEs for specific products might show up twice or more in the output. Background:

  After a product got renamed or a specific vendor was acquired by another one it might happen that
  a product gets a new CPE within the NVD CPE Dictionary but older entries are kept with the older
  CPE.",,,9a26d0ed-a62a-45b7-abc7-b13ba1bf887b
Hostname Determination Reporting,"The script reports information on how the hostname of the target
  was determined.",,,3c7b6bf1-33f8-4b0f-b7ad-434bb730a387
Python End of Life (EOL) Detection - Linux,"The Python version on the remote host has reached the end of
  life (EOL) and should not be used anymore.",,VendorFix,d24cb22c-90fc-40ad-9ce4-77a0fb9c987d
"Python 2.7.x < 2.7.17, 3.5.x < 3.5.7, 3.6.x < 3.6.9, 3.7.x < 3.7.3 Information Disclosure Vulnerability (bpo-36216) - Linux",Python is prone to an information disclosure vulnerability.,"Python 2.7.x prior to version 2.7.17, versions 3.5.x prior to 3.5.7,
  3.6.x prior to 3.6.9 and 3.7.x prior to 3.7.3.",VendorFix,a1b2c148-f614-4a9e-b1d3-af830fd627e3
Python < 3.9.5 Authentication Bypass Vulnerability - Linux,Python is prone to an authentication bypass vulnerability.,Python through version 3.9.4.,VendorFix,8f3ed0d1-aa4b-4ac2-afd9-fe967e751cfb
"Python 2.7.x < 2.7.17, 3.5.x < 3.5.8, 3.6.x < 3.6.9, 3.7.x < 3.7.4 Information Disclosure Vulnerability (bpo-36742) - Linux",Python is prone to an information disclosure vulnerability.,"Python 2.7.x  prior to version 2.7.17, versions 3.5.x prior to 3.5.8,
  3.6.x prior to 3.6.9 and 3.7.x prior to 3.7.4.",VendorFix,c26d6a1b-21cf-462c-8a90-329a2d3fb6bb
Python <= 3.10.x Buffer Overflow Vulnerability - Linux,"Python is prone to a buffer overflow vulnerability in the _sha3
  module.","Python prior to version 3.7.16, version 3.8.x through 3.8.15,
  3.9.x through 3.9.15 and 3.10.x through 3.10.8.",VendorFix,5d7f2b6d-ca35-4722-b2a5-72cd06e100e8
"Python < 2.7.14, 3.3.x < 3.3.7, 3.4.x < 3.4.7, 3.5.x < 3.5.4, 3.6.x < 3.6.2 Expat 2.2 (bpo-29591) - Linux","Python is prone to various security vulnerabilities in bundled
  expat.","Python prior to version 2.7.14, versions 3.3.x prior to 3.3.7,
  3.4.x prior to 3.4.7, 3.5.x prior to 3.5.3 and 3.6.x prior to 3.6.2.",VendorFix,b4f101fa-f257-4f8e-a2f4-9173301220b1
"Python < 2.7.14, 3.4.x < 3.4.8, 3.5.x < 3.5.5 PyString_DecodeEscape integer overflow (bpo-30657) - Linux","CPython (aka Python) is prone to an integer overflow
  vulnerability.","Python prior to version 2.7.14, versions 3.4.x prior to 3.4.8
  and 3.5.x prior to 3.5.5.",VendorFix,13dddd9d-4201-4a19-a61f-40e46f89ea17
Python Multiple Vulnerabilities (Aug 2024) - Linux,"Python is prone to an infinite loop vulnerability leading to a
  denial of service (DoS).","Python prior to version 3.8.20, 3.9.x prior to 3.9.20, 3.10.x
  prior to 3.10.15, 3.11.x prior to 3.11.10 and 3.12.x prior to 3.12.6.",VendorFix,348471aa-a2e6-4b01-ae46-9d8f63a8ff1d
"Python < 3.6.13, 3.7.x < 3.7.10, 3.8.x < 3.8.7, 3.9.x < 3.9.1 Python Issue (bpo-41944) - Linux","Python is prone to a remote code execution (RCE)
  vulnerability.","Python prior to version 3.6.13, versions 3.7.x prior to 3.7.10,
  3.8.x prior to 3.8.7 and 3.9.x prior to 3.9.1.",VendorFix,62fa3232-44ae-4930-9ecd-6a7c7fa0ce8b
Python 2.7 Command Injection Vulnerability (Sep 2018) - Linux,Python is prone to multiple vulnerabilities.,Python version 2.7.,VendorFix,4963d84d-6a83-43b6-9f87-cee9254c2897
"Python < 3.6.13, 3.7.x < 3.7.10, 3.8.x < 3.8.8, 3.9.x < 3.9.2 Python Issue (bpo-42938) - Linux","Python is prone to a buffer overflow vulnerability in
  'PyCArg_repr'.","Python prior to version 3.6.13, versions 3.7.x prior to
  3.7.10, 3.8.x prior to 3.8.8 and 3.9.x prior to 3.9.2.",VendorFix,54db4db9-f849-4872-8a4b-2c08ba6b2479
"Python < 2.7.14, 3.3.x < 3.3.7, 3.4.x < 3.4.7, 3.5.x < 3.5.4, 3.6.x < 3.6.2 Expat 2.2.1 (bpo-30694) - Linux",'Expat' in Python is prone to multiple vulnerabilities.,"Python prior to version 2.7.14, versions 3.3.x prior to 3.3.7,
  3.4.x prior to 3.4.7, 3.5.x prior to 3.5.4 and 3.6.x prior to 3.6.2.",VendorFix,2bc83161-432b-4db5-89c6-be27f5607ead
Python Multiple Vulnerabilities (Jun 2025) - Linux,Python is prone to multiple vulnerabilities.,"Python versions prior to 3.9.23, 3.10.x prior to 3.10.18,
  3.11.x prior to 3.11.13, 3.12.x prior to 3.12.11 and 3.13.x prior to 3.13.4.",VendorFix,d1a0c788-e90f-4a7f-a7e5-40850fbb4b09
"Python 2.x < 2.7.17, 3.5.x < 3.5.8, 3.6.x < 3.6.9, 3.7.x < 3.7.4 Protection Bypass Vulnerability (bpo-35907) - Linux",Python is prone to a protection bypass vulnerability.,"Python 2.x prior to version 2.7.17, versions 3.5.x prior to 3.5.8,
  3.6.x prior to 3.6.9 and 3.7.x prior to 3.7.4.",VendorFix,c058d78e-1041-4912-b407-aab26ff223f9
Python DoS Vulnerability (Dec 2025) - Linux,Python is prone to a denial of service (DoS) vulnerability.,"Python prior to version 3.13.11 and 3.14.x prior to 3.14.1.

  Note: Fixes have been backported to maintenance branches (3.10, 3.12) but specific
  patch versions are not yet available.",VendorFix,2b1b5a59-bdfb-4811-9b36-a267cf3eb09c
Python Command Injection Vulnerability (Oct 2024) - Linux,"Python is prone to a command injection vulnerability in the venv
  module.","Python versions prior to 3.9.21, 3.10.x prior to 3.10.16,
  3.11.x prior to 3.11.11, 3.12.x prior to 3.12.8 and 3.13.x prior to 3.13.1.",VendorFix,e4edf23f-e7b0-4e3d-a212-2999f27a76be
Python DoS Vulnerability (Jul 2025) - Linux,Python is prone to a denial of service (DoS) vulnerability.,"Python versions prior to 3.9.24, 3.10.x prior to 3.10.19,
  3.11.x prior to 3.11.14, 3.12.x prior to 3.12.12 and 3.13.x prior to 3.13.6.",VendorFix,4854582a-ba1d-4a92-9206-fe9695784a9d
Python Shell Command Injection Vulnerability (bpo-24778) - Linux,"Python is prone to a shell command injection vulnerability in
  the mailcap module.","Python prior to version 3.7.16, 3.8.x prior to 3.8.16,
  3.9.x prior to 3.9.16 and 3.10.x prior to 3.10.8.",VendorFix,702be36e-16b8-42c6-9e04-ddabbb844b9a
"Python < 3.6.11, 3.7.x < 3.7.7, 3.8.x < 3.8.2 Use After Free Vulnerability (bpo-39421) - Linux",Python is prone to an use after free vulnerability.,"Python prior to version 3.6.11, versions 3.7.x prior to 3.7.7,
  3.8.x prior to 3.8.2 and 3.9.x prior to 3.9.0.",VendorFix,2495fe1c-30ca-40f9-8b14-59193804c85a
Python DoS Vulnerability (Oct 2022) - Linux,Python is prone to a denial of service (DoS) vulnerability.,"Python prior to version 3.7.16, versions 3.8.x prior to 3.8.16,
  3.9.x prior to 3.9.16, 3.10.x prior to 3.10.9 and version 3.11.0.",VendorFix,b3501c8e-5c6d-4d41-905a-2dd0260302c9
"Python < 2.7.17, 3.x < 3.5.8, 3.6.x < 3.6.10, 3.7.x < 3.7.5 Improper Input Validation Vulnerability (bpo-34155) - Linux","The email module in Python is vulnerable due to improper
  input validation.","Python prior to version 2.7.17, versions 3.x prior to 3.5.8,
  3.6.x prior to 3.6.10 and 3.7.x prior to 3.7.5.",VendorFix,b13bdc1e-fc81-423d-a1cf-aa0fc2fddf4d
"Python < 3.7.17, 3.8.x < 3.8.17, 3.9.x < 3.9.17, 3.10.x < 3.10.12, 3.11.x < 3.11.4 RCE Vulnerability - Linux",Python is prone to a remote code execution (RCE) vulnerability.,"Python versions prior to 3.7.17, 3.8.x prior to 3.8.17, 3.9.x
  prior to 3.9.17, 3.10.x prior to 3.10.12 and 3.11.x prior to 3.11.4.",VendorFix,a4cd0528-29ed-4e52-8056-e588cafc4d50
Python <= 3.12.1 RecursionError Vulnerability - Linux,Python is prone to a 'RecursionError' vulnerability.,"The legacy email.utils.parseaddr function in Python through
  3.12.1.",WillNotFix,4db7ab98-63d5-47fb-b2b2-b740fc25e4df
Python DoS Vulnerability (Mar 2024) - Linux,"Python is prone to a denial of service (DoS) vulnerability in
  libexpat.","Python prior to version 3.8.19, 3.9.x prior to 3.9.19, 3.10.x
  prior to 3.10.14, 3.11.x prior to 3.11.9 and 3.12.x prior to 3.12.3.",VendorFix,b8e7bc84-8b0b-4a44-9234-e2125ab917db
Python urllib.parse Vulnerability (bpo-43882) - Linux,Python is prone to a vulnerability urllib.parse.,"Python prior to version 3.6.14, version 3.7.x through 3.7.10,
  3.8.x through 3.8.10 and 3.9.x through 3.9.4.",VendorFix,e9335b8d-e579-49d0-8c2d-54b260144349
Python DoS Vulnerability (bpo-44022) - Linux,Python is prone to a denial of service (DoS) vulnerability.,"Python prior to version 3.6.14, version 3.7.x through 3.7.10,
  3.8.x through 3.8.10 and 3.9.x through 3.9.5.",VendorFix,bc4bf654-0f63-47e7-bac1-79edf312ce47
"Python 2.7.x < 2.7.16, 3.4.x < 3.4.10, 3.5.x < 3.5.7, 3.6.x < 3.6.7, 3.7.0 Python Issue (bpo-34623) - Linux",Python is prone to a denial of service (DoS) vulnerability.,"Python versions 2.7.0 through 2.7.15, 3.4.0 through 3.4.9,
  3.5.0 through 3.5.6, 3.6.0 through 3.6.6 and 3.7.0.",VendorFix,ce0cf2f7-63bb-4d70-99ab-7ed5aff29bc4
"Python < 2.7.15, 3.x < 3.4.9, 3.5.x < 3.5.6, 3.6.x < 3.6.5, 3.7.x < 3.7.0.beta3 Python Issue (Issue32981) - Linux",Python is prone to multiple denial of service (DoS) vulnerabilities.,"Python before versions 2.7.15, 3.4.9, 3.5.6, 3.6.5
  and 3.7.0.beta3.",VendorFix,d30909e5-904a-4536-8564-b041695cc1ed
Python <= 3.7.2 DoS Vulnerability (bpo-36260) - Linux,Python is prone to a denial of service (DoS) vulnerability.,Python through version 3.7.2.,WillNotFix,14ca810c-437a-468f-9d0b-82d50f0cf215
Python <= 3.8.3 DoS Vulnerability - Linux,Python is prone to a denial of service (DoS) vulnerability.,Python through version 3.8.3.,VendorFix,171a85fa-f094-43e9-9b55-b728f4af9a3c
Python < 3.10.6 Information Disclosure Vulnerability (bpo-43223) - Linux,Python is prone to an information disclosure vulnerability.,Python prior to version 3.10.6.,VendorFix,c37a5e7d-1f1f-4230-a00e-4dfcd573e555
"Python < 3.5.10, 3.6.x < 3.6.12, 3.7.x < 3.7.9, 3.8.x < 3.8.5 Python Issue (bpo-39603) - Linux",http.client in Python is prone to CRLF injection.,"Python prior to version 3.5.10, versions 3.6.x prior to 3.6.12,
  3.7.x prior to 3.7.9 and 3.8.x prior to 3.8.5.",VendorFix,5080253c-3209-46d8-ae02-98b2e23075d2
"Python 2.7.x <= 2.7.17, 3.5 <= 3.5.9, 3.6.x <= 3.6.10, 3.7.x <= 3.7.6, 3.8.x <= 3.8.1 Regular Expression Denial of Service (ReDoS) Vulnerability - Linux","Python is prone to a Regular Expression Denial of Service
  (ReDoS) vulnerability.","Python 2.7 through 2.7.17, 3.5 through 3.5.9, 3.6 through
  3.6.10, 3.7 through 3.7.6, and 3.8 through 3.8.1.",VendorFix,2d89f54c-acff-4f62-98eb-12210937def0
Python < 3.7.0 DoS Vulnerability (Mar 2018) - Linux,Python is prone to a denial of service (DoS) vulnerability.,Python through version 3.6.4.,VendorFix,38b0d8ea-2461-461c-a204-e9b82eb3ea58
"Python < 3.6.13, 3.7.x < 3.7.10, 3.8.x < 3.8.7, 3.9.x < 3.9.1 DoS Vulnerability (bpo-42103) - Linux",Python is prone to a denial of service (DoS) vulnerability.,"Python prior to version 3.6.13, versions 3.7.x prior to 3.7.10,
  3.8.x prior to 3.8.7 and 3.9.x prior to 3.9.1.",VendorFix,965c8953-74b3-4aaf-8fcd-ad5ba3326a1a
"Python < 2.7.17, 3.5.x < 3.5.8, 3.6.x < 3.6.10, 3.7.x < 3.7.5 XSS Vulnerability (bpo-38243) - Linux","Python is prone to a reflected cross-site scripting (XSS)
  vulnerability.","Python prior to version 2.7.17, versions 3.x prior to 3.5.8,
  3.6.x prior to 3.6.10 and 3.7.x prior to 3.7.5.",VendorFix,8757cec0-6afc-4d57-b203-9a9c28d59e7e
"Python 2.x < 2.7.18, 3.x < 3.5.10, 3.6.x < 3.6.11, 3.7.x < 3.7.8, 3.8.x < 3.8.3 CRLF Injection Vulnerability (bpo-38576) - Linux",Python is prone to a CRLF injection vulnerability.,"Python 2.x prior to version 2.7.18, versions 3.x prior to 3.5.10,
  3.6.x prior to 3.6.11, 3.7.x prior to 3.7.8 and 3.8.x prior to 3.8.3.",VendorFix,a43c47f7-3daf-48f3-a947-b202c06c20ae
"Python 2.x < 2.7.17, 3.x < 3.5.8, 3.6.x < 3.6.9, 3.7.x < 3.7.4 HTTP Header Injection Vulnerability (bpo-30458) - Linux","Python is prone to a HTTP header injection vulnerability
  (follow-up of CVE-2016-5699).","Python versions 2.x prior to 2.7.17, 3.x prior to 3.5.8, 3.6.x
  prior to 3.6.9 and 3.7.x prior to 3.7.4.",VendorFix,5d126cd6-f607-46b9-afc6-207cb6be396b
"Python < 3.6.13, 3.7.x < 3.7.10, 3.8.x < 3.8.8, 3.9.x < 3.9.2 Web Cache Poisoning Vulnerability - Linux",Python is prone to a web cache poisoning vulnerability.,"Python prior to version 3.6.13, versions 3.7.x prior to 3.7.10, 3.8.x prior
  to 3.8.8 and 3.9.x prior to 3.9.2.",VendorFix,890e2336-fe2d-4757-b000-7e875b7245b5
"Python < 3.5.10, 3.6.x < 3.6.12, 3.7.x < 3.7.9, 3.8.x < 3.8.4 Python Issue (bpo-41004) - Linux",Python is prone to a denial of service (DoS) vulnerability.,"Python prior to version 3.5.10, versions 3.6.x prior to 3.6.12,
  3.7.x prior to 3.7.9 and 3.8.x prior to 3.8.4.",VendorFix,21a4b086-7d73-4a84-923d-1c9de9c0f6fb
"Python < 3.6.13, 3.7.x < 3.7.10, 3.8.x < 3.8.7, 3.9.x < 3.9.1 Race Condition Vulnerability (bpo-40791) - Linux",Python is prone to a race condition vulnerability.,"Python prior to version 3.6.13, versions 3.7.x prior to 3.7.10,
  3.8.x prior to 3.8.7 and 3.9.x prior to 3.9.1.",VendorFix,0bd5526d-9367-4996-9fa3-897a5855a727
"Python < 3.6.14, 3.7.x < 3.7.11, 3.8.x < 3.8.9, 3.9.x < 3.9.3 Python Issue (bpo-42988) - Linux","Python is prone to an information disclosure vulnerability via
  pydoc getfile.","Python prior to version 3.6.14, versions 3.7.x prior to 3.7.11,
  3.8.x prior to 3.8.9 and 3.9.x prior to 3.9.3.",VendorFix,1270af03-cad0-42df-909a-1a5c49b370b8
Python Symlink Dereference Vulnerability (Mar 2024) - Linux,Python is prone to a symlink dereference vulnerability.,"Python prior to version 3.8.19, 3.9.x prior to 3.9.19, 3.10.x
  prior to 3.10.14, 3.11.x prior to 3.11.8 and 3.12.x prior to 3.12.1.",VendorFix,d5555ca0-1c99-42d0-8c4b-6183f27d407a
Python DoS Vulnerability (Dec 2025) - Linux,Python is prone to a denial of service (DoS) vulnerability.,"Python prior to version 3.13.10 and 3.14.x prior to 3.14.1.

  Note: Fixes have been backported to maintenance branches (3.10, 3.12) but specific
  patch versions are not yet available.",VendorFix,a2147de4-b15d-4957-bc2e-0ab37f10c67f
"Python < 2.7.17, 3.x < 3.4.10, 3.5.x < 3.5.7, 3.6.x < 3.6.9, 3.7.x < 3.7.3 Cookie domain check returns incorrect results (bpo-35121) - Linux",Python is prone to an improper input validation vulnerability.,"Python prior to version 2.7.17, versions 3.x prior to 3.4.10,
  3.5.x prior to 3.5.7, 3.6.x prior to 3.6.9 and 3.7.x prior to 3.7.3.",VendorFix,7e8f1b51-443f-4aeb-8a60-80f9c493df3a
"Python < 3.6.14, 3.7.x < 3.7.11, 3.8.x < 3.8.9, 3.9.x < 3.9.3 (bpo-43285) - Linux","Python is prone to a remote code execution (RCE)
  vulnerability.","Python prior to version 3.6.14, versions 3.7.x prior to 3.7.11,
  3.8.x prior to 3.8.9 and 3.9.x prior to 3.9.3.",VendorFix,29709fbd-3e7c-469b-8512-b3daea457c02
Python DoS Vulnerability (Dec 2025) - Linux,Python is prone to a denial of service (DoS) vulnerability.,Python prior to version 3.13.11 and 3.14.0 prior to 3.14.2.,VendorFix,8b9cfd2f-56f3-4eb3-ad9e-37287d0ecde2
"Python <= 2.7.18, 3.x <= 3.12.3 Security Bypass Vulnerability - Linux","Python is prone to a security bypass vulnerability in the e-mail
  module.",Python versions through 2.7.18 and 3.x through 3.12.3.,WillNotFix,5088b7b7-2bf8-4261-95cd-4d524bfa9054
"Python < 3.8.18, 3.9.x < 3.9.18, 3.10.x < 3.10.13, 3.11.x < 3.11.5 Security Bypass Vulnerability - Linux",Python is prone to a security bypass vulnerability.,"Python version prior to 3.8.18, 3.9.x prior to 3.9.18, 3.10.x
  prior to 3.10.13 and 3.11.x prior to 3.11.5.",VendorFix,0b319ab0-49f0-4739-901d-8fb9cfa2f741
Python Email Header Injection Vulnerability (Aug 2024) - Linux,"Python is prone to an email header injection vulnerability in
  the email module.","Python prior to version 3.8.20, 3.9.x prior to 3.9.20, 3.10.x
  prior to 3.10.15, 3.11.x prior to 3.11.10 and 3.12.x prior to 3.12.5.",VendorFix,034a9822-52d9-4509-a066-8eefb5189df6
Python SSL Vulnerability (Jun 2024) - Linux,Python is prone to a vulnerability in the ssl module.,"Python prior to version 3.8.20, 3.9.x prior to 3.9.20, 3.10.x
  prior to 3.10.14, 3.11.x prior to 3.11.9 and 3.12.x prior to 3.12.3.",VendorFix,078e1871-2aa3-460e-943f-f27f17651aab
Python zipfile Module Vulnerability (Oct 2025) - Linux,Python is prone to a vulnerability in the 'zipfile' module.,"Python prior to version 3.9.24, 3.10.x prior to 3.10.19, 3.11.x
  prior to 3.11.14, 3.12.x prior to 3.12.12, 3.13.x prior to 3.13.10 and 3.14.x prior to 3.14.1.",VendorFix,62cbe624-eb93-45ed-89e2-a3ffcfa4a0aa
Python Buffer Over-Read Vulnerability (Jul 2024) - Linux,"Python is prone to a buffer over-read vulnerability in
  SSLContext.set_npn_protocols().",Python versions prior to 3.10.,VendorFix,f88626e4-2ecd-4fb7-8863-2834eb83f2ad
Python IP Ranges Vulnerability (Jun 2024) - Linux,Python is prone to a vulnerability in the ipaddress module.,"Python prior to version 3.8.20, 3.9.x prior to 3.9.20, 3.10.x
  prior to 3.10.15, 3.11.x prior to 3.11.10 and 3.12.x prior to 3.12.4.",VendorFix,bebcdee1-8c57-4d91-924b-2c7da54669a7
Python DoS Vulnerability (Oct 2025) - Linux,Python is prone to a denial of service (DoS) vulnerability.,"Python versions prior to 3.9.25 and 3.10.x prior to 3.15.0.

  Note: Fixes have been backported to maintenance branches (3.10, 3.12, 3.13, 3.14) but specific
  patch versions are not yet available.",VendorFix,a7fd76d9-fc24-4c9f-9772-f093fdb1429e
